model,sample_id,layer,mask_condition,position_group,target_effect,wrong_effect,target_minus_wrong_effect,rank_effect,clean_target_rank,mask_target_rank,position_count
qwen,okvqa_val_00893,13,shuffled_mask,visual_span,-0.875,6.9375,-7.8125,-4.0,5.0,4.0,347.0
qwen,okvqa_val_00893,13,shuffled_mask,answer_adjacent,-0.75,-0.5,-0.25,0.0,5.0,4.0,4.0
qwen,okvqa_val_00893,13,shuffled_mask,top_hidden_delta,-1.8125,7.6875,-9.5,-9.0,5.0,4.0,32.0
qwen,okvqa_val_00893,13,shuffled_mask,visual+answer,-1.5625,7.0625,-8.625,-5.0,5.0,4.0,351.0
qwen,okvqa_val_00893,15,shuffled_mask,visual_span,0.4375,6.0625,-5.625,-1.0,5.0,4.0,347.0
qwen,okvqa_val_00893,15,shuffled_mask,answer_adjacent,-1.625,0.5,-2.125,-4.0,5.0,4.0,4.0
qwen,okvqa_val_00893,15,shuffled_mask,top_hidden_delta,0.5625,6.1875,-5.625,-2.0,5.0,4.0,32.0
qwen,okvqa_val_00893,15,shuffled_mask,visual+answer,-2.1875,7.9375,-10.125,-8.0,5.0,4.0,351.0
qwen,okvqa_val_00893,17,shuffled_mask,visual_span,0.5,6.0625,-5.5625,-1.0,5.0,4.0,347.0
qwen,okvqa_val_00893,17,shuffled_mask,answer_adjacent,-2.3125,-0.625,-1.6875,-5.0,5.0,4.0,4.0
qwen,okvqa_val_00893,17,shuffled_mask,top_hidden_delta,0.0625,7.1875,-7.125,-2.0,5.0,4.0,32.0
qwen,okvqa_val_00893,17,shuffled_mask,visual+answer,-1.625,6.8125,-8.4375,-5.0,5.0,4.0,351.0
qwen,okvqa_val_02108,13,answer_mask,visual_span,-2.1875,0.5,-2.6875,-5.0,9.0,8.0,347.0
qwen,okvqa_val_02108,13,answer_mask,answer_adjacent,-1.0,-2.0625,1.0625,-6.0,9.0,8.0,4.0
qwen,okvqa_val_02108,13,answer_mask,top_hidden_delta,-2.0625,-1.625,-0.4375,-7.0,9.0,8.0,32.0
qwen,okvqa_val_02108,13,answer_mask,visual+answer,-3.03125,-0.75,-2.28125,-13.0,9.0,8.0,351.0
qwen,okvqa_val_02108,15,answer_mask,visual_span,-2.65625,-0.4375,-2.21875,-10.0,9.0,8.0,347.0
qwen,okvqa_val_02108,15,answer_mask,answer_adjacent,-1.125,-1.9375,0.8125,-5.0,9.0,8.0,4.0
qwen,okvqa_val_02108,15,answer_mask,top_hidden_delta,-1.5625,-1.4375,-0.125,-5.0,9.0,8.0,32.0
qwen,okvqa_val_02108,15,answer_mask,visual+answer,-3.96875,-2.1875,-1.78125,-30.0,9.0,8.0,351.0
qwen,okvqa_val_02108,17,answer_mask,visual_span,-2.90625,-1.625,-1.28125,-14.0,9.0,8.0,347.0
qwen,okvqa_val_02108,17,answer_mask,answer_adjacent,-0.5,-1.0625,0.5625,-2.0,9.0,8.0,4.0
qwen,okvqa_val_02108,17,answer_mask,top_hidden_delta,-1.25,-1.25,0.0,-2.0,9.0,8.0,32.0
qwen,okvqa_val_02108,17,answer_mask,visual+answer,-3.0625,-1.75,-1.3125,-9.0,9.0,8.0,351.0
qwen,okvqa_val_02108,13,union_mask,visual_span,-2.1875,0.5,-2.6875,-5.0,9.0,8.0,347.0
qwen,okvqa_val_02108,13,union_mask,answer_adjacent,-1.0,-2.0625,1.0625,-6.0,9.0,8.0,4.0
qwen,okvqa_val_02108,13,union_mask,top_hidden_delta,-2.0625,-1.625,-0.4375,-7.0,9.0,8.0,32.0
qwen,okvqa_val_02108,13,union_mask,visual+answer,-3.03125,-0.75,-2.28125,-13.0,9.0,8.0,351.0
qwen,okvqa_val_02108,15,union_mask,visual_span,-2.65625,-0.4375,-2.21875,-10.0,9.0,8.0,347.0
qwen,okvqa_val_02108,15,union_mask,answer_adjacent,-1.125,-1.9375,0.8125,-5.0,9.0,8.0,4.0
qwen,okvqa_val_02108,15,union_mask,top_hidden_delta,-1.5625,-1.4375,-0.125,-5.0,9.0,8.0,32.0
qwen,okvqa_val_02108,15,union_mask,visual+answer,-3.96875,-2.1875,-1.78125,-30.0,9.0,8.0,351.0
qwen,okvqa_val_02108,17,union_mask,visual_span,-2.90625,-1.625,-1.28125,-14.0,9.0,8.0,347.0
qwen,okvqa_val_02108,17,union_mask,answer_adjacent,-0.5,-1.0625,0.5625,-2.0,9.0,8.0,4.0
qwen,okvqa_val_02108,17,union_mask,top_hidden_delta,-1.25,-1.25,0.0,-2.0,9.0,8.0,32.0
qwen,okvqa_val_02108,17,union_mask,visual+answer,-3.0625,-1.75,-1.3125,-9.0,9.0,8.0,351.0
qwen,okvqa_val_02108,13,shifted_mask,visual_span,-0.8125,-1.0,0.1875,-1.0,9.0,4.0,347.0
qwen,okvqa_val_02108,13,shifted_mask,answer_adjacent,-0.875,-1.3125,0.4375,-3.0,9.0,4.0,4.0
qwen,okvqa_val_02108,13,shifted_mask,top_hidden_delta,-0.0625,-0.0625,0.0,0.0,9.0,4.0,32.0
qwen,okvqa_val_02108,13,shifted_mask,visual+answer,-1.125,-1.3125,0.1875,-5.0,9.0,4.0,351.0
qwen,okvqa_val_02108,15,shifted_mask,visual_span,-1.125,-1.5,0.375,-1.0,9.0,4.0,347.0
qwen,okvqa_val_02108,15,shifted_mask,answer_adjacent,-0.875,-0.75,-0.125,-3.0,9.0,4.0,4.0
qwen,okvqa_val_02108,15,shifted_mask,top_hidden_delta,0.0625,-0.1875,0.25,1.0,9.0,4.0,32.0
qwen,okvqa_val_02108,15,shifted_mask,visual+answer,-1.5625,-1.125,-0.4375,-5.0,9.0,4.0,351.0
qwen,okvqa_val_02108,17,shifted_mask,visual_span,-0.875,-1.0625,0.1875,-3.0,9.0,4.0,347.0
qwen,okvqa_val_02108,17,shifted_mask,answer_adjacent,-0.875,-1.125,0.25,-3.0,9.0,4.0,4.0
qwen,okvqa_val_02108,17,shifted_mask,top_hidden_delta,0.0,-0.0625,0.0625,1.0,9.0,4.0,32.0
qwen,okvqa_val_02108,17,shifted_mask,visual+answer,-1.75,-1.875,0.125,-5.0,9.0,4.0,351.0
qwen,okvqa_val_02108,13,shuffled_mask,visual_span,0.1875,0.6875,-0.5,-3.0,9.0,2.0,347.0
qwen,okvqa_val_02108,13,shuffled_mask,answer_adjacent,-0.1875,-0.6875,0.5,-1.0,9.0,2.0,4.0
qwen,okvqa_val_02108,13,shuffled_mask,top_hidden_delta,-0.3125,-0.0625,-0.25,-2.0,9.0,2.0,32.0
qwen,okvqa_val_02108,13,shuffled_mask,visual+answer,-0.3125,0.25,-0.5625,-3.0,9.0,2.0,351.0
qwen,okvqa_val_02108,15,shuffled_mask,visual_span,-0.125,0.5625,-0.6875,-4.0,9.0,2.0,347.0
qwen,okvqa_val_02108,15,shuffled_mask,answer_adjacent,-0.375,-0.8125,0.4375,-1.0,9.0,2.0,4.0
qwen,okvqa_val_02108,15,shuffled_mask,top_hidden_delta,0.0,0.25,-0.25,0.0,9.0,2.0,32.0
qwen,okvqa_val_02108,15,shuffled_mask,visual+answer,-0.875,-0.625,-0.25,-3.0,9.0,2.0,351.0
qwen,okvqa_val_02108,17,shuffled_mask,visual_span,-0.3125,0.375,-0.6875,-3.0,9.0,2.0,347.0
qwen,okvqa_val_02108,17,shuffled_mask,answer_adjacent,-0.3125,-1.0,0.6875,-1.0,9.0,2.0,4.0
qwen,okvqa_val_02108,17,shuffled_mask,top_hidden_delta,0.25,0.5,-0.25,0.0,9.0,2.0,32.0
qwen,okvqa_val_02108,17,shuffled_mask,visual+answer,-1.0625,-0.9375,-0.125,-4.0,9.0,2.0,351.0
qwen,okvqa_val_1295955,13,answer_mask,visual_span,2.0,2.9375,-0.9375,24.0,11.0,32.0,236.0
qwen,okvqa_val_1295955,13,answer_mask,answer_adjacent,0.6875,0.5625,0.125,3.0,11.0,32.0,4.0
qwen,okvqa_val_1295955,13,answer_mask,top_hidden_delta,1.6875,2.875,-1.1875,22.0,11.0,32.0,32.0
qwen,okvqa_val_1295955,13,answer_mask,visual+answer,2.0625,3.25,-1.1875,24.0,11.0,32.0,240.0
qwen,okvqa_val_1295955,15,answer_mask,visual_span,1.875,2.5,-0.625,24.0,11.0,32.0,236.0
qwen,okvqa_val_1295955,15,answer_mask,answer_adjacent,0.4375,0.5,-0.0625,3.0,11.0,32.0,4.0
qwen,okvqa_val_1295955,15,answer_mask,top_hidden_delta,1.6875,1.375,0.3125,14.0,11.0,32.0,32.0
qwen,okvqa_val_1295955,15,answer_mask,visual+answer,2.125,2.8125,-0.6875,24.0,11.0,32.0,240.0
qwen,okvqa_val_1295955,17,answer_mask,visual_span,2.0625,2.1875,-0.125,20.0,11.0,32.0,236.0
qwen,okvqa_val_1295955,17,answer_mask,answer_adjacent,-0.875,-0.5625,-0.3125,-5.0,11.0,32.0,4.0
qwen,okvqa_val_1295955,17,answer_mask,top_hidden_delta,1.375,1.0625,0.3125,14.0,11.0,32.0,32.0
qwen,okvqa_val_1295955,17,answer_mask,visual+answer,1.25,1.9375,-0.6875,19.0,11.0,32.0,240.0
qwen,okvqa_val_1295955,13,union_mask,visual_span,2.0,2.9375,-0.9375,24.0,11.0,32.0,236.0
qwen,okvqa_val_1295955,13,union_mask,answer_adjacent,0.6875,0.5625,0.125,3.0,11.0,32.0,4.0
qwen,okvqa_val_1295955,13,union_mask,top_hidden_delta,1.6875,2.875,-1.1875,22.0,11.0,32.0,32.0
qwen,okvqa_val_1295955,13,union_mask,visual+answer,2.0625,3.25,-1.1875,24.0,11.0,32.0,240.0
qwen,okvqa_val_1295955,15,union_mask,visual_span,1.875,2.5,-0.625,24.0,11.0,32.0,236.0
qwen,okvqa_val_1295955,15,union_mask,answer_adjacent,0.4375,0.5,-0.0625,3.0,11.0,32.0,4.0
qwen,okvqa_val_1295955,15,union_mask,top_hidden_delta,1.6875,1.375,0.3125,14.0,11.0,32.0,32.0
qwen,okvqa_val_1295955,15,union_mask,visual+answer,2.125,2.8125,-0.6875,24.0,11.0,32.0,240.0
qwen,okvqa_val_1295955,17,union_mask,visual_span,2.0625,2.1875,-0.125,20.0,11.0,32.0,236.0
qwen,okvqa_val_1295955,17,union_mask,answer_adjacent,-0.875,-0.5625,-0.3125,-5.0,11.0,32.0,4.0
qwen,okvqa_val_1295955,17,union_mask,top_hidden_delta,1.375,1.0625,0.3125,14.0,11.0,32.0,32.0
qwen,okvqa_val_1295955,17,union_mask,visual+answer,1.25,1.9375,-0.6875,19.0,11.0,32.0,240.0
qwen,okvqa_val_1295955,13,shifted_mask,visual_span,0.5625,-0.125,0.6875,2.0,11.0,13.0,236.0
qwen,okvqa_val_1295955,13,shifted_mask,answer_adjacent,-0.0625,-0.125,0.0625,-1.0,11.0,13.0,4.0
qwen,okvqa_val_1295955,13,shifted_mask,top_hidden_delta,-0.1875,-0.625,0.4375,-3.0,11.0,13.0,32.0
qwen,okvqa_val_1295955,13,shifted_mask,visual+answer,0.375,-0.375,0.75,3.0,11.0,13.0,240.0
qwen,okvqa_val_1295955,15,shifted_mask,visual_span,0.4375,-0.25,0.6875,2.0,11.0,13.0,236.0
qwen,okvqa_val_1295955,15,shifted_mask,answer_adjacent,0.125,0.0,0.125,0.0,11.0,13.0,4.0
qwen,okvqa_val_1295955,15,shifted_mask,top_hidden_delta,-0.0625,-0.3125,0.25,-1.0,11.0,13.0,32.0
qwen,okvqa_val_1295955,15,shifted_mask,visual+answer,0.75,0.0625,0.6875,3.0,11.0,13.0,240.0
qwen,okvqa_val_1295955,17,shifted_mask,visual_span,0.6875,0.0,0.6875,2.0,11.0,13.0,236.0
qwen,okvqa_val_1295955,17,shifted_mask,answer_adjacent,-0.25,-0.1875,-0.0625,-2.0,11.0,13.0,4.0
qwen,okvqa_val_1295955,17,shifted_mask,top_hidden_delta,0.1875,-0.125,0.3125,0.0,11.0,13.0,32.0
qwen,okvqa_val_1295955,17,shifted_mask,visual+answer,-0.25,-0.75,0.5,0.0,11.0,13.0,240.0
qwen,okvqa_val_1295955,13,shuffled_mask,visual_span,0.875,-0.125,1.0,10.0,11.0,17.0,236.0
qwen,okvqa_val_1295955,13,shuffled_mask,answer_adjacent,0.0,0.375,-0.375,-2.0,11.0,17.0,4.0
qwen,okvqa_val_1295955,13,shuffled_mask,top_hidden_delta,0.4375,0.0,0.4375,6.0,11.0,17.0,32.0
qwen,okvqa_val_1295955,13,shuffled_mask,visual+answer,0.125,-0.75,0.875,7.0,11.0,17.0,240.0
qwen,okvqa_val_1295955,15,shuffled_mask,visual_span,1.125,0.25,0.875,9.0,11.0,17.0,236.0
qwen,okvqa_val_1295955,15,shuffled_mask,answer_adjacent,0.1875,0.5,-0.3125,-2.0,11.0,17.0,4.0
qwen,okvqa_val_1295955,15,shuffled_mask,top_hidden_delta,0.0625,-0.125,0.1875,4.0,11.0,17.0,32.0
qwen,okvqa_val_1295955,15,shuffled_mask,visual+answer,1.0,0.25,0.75,9.0,11.0,17.0,240.0
qwen,okvqa_val_1295955,17,shuffled_mask,visual_span,0.875,-0.0625,0.9375,10.0,11.0,17.0,236.0
qwen,okvqa_val_1295955,17,shuffled_mask,answer_adjacent,0.1875,0.375,-0.1875,2.0,11.0,17.0,4.0
qwen,okvqa_val_1295955,17,shuffled_mask,top_hidden_delta,0.0,0.125,-0.125,4.0,11.0,17.0,32.0
qwen,okvqa_val_1295955,17,shuffled_mask,visual+answer,0.625,0.0,0.625,8.0,11.0,17.0,240.0
qwen,okvqa_val_258605,13,answer_mask,visual_span,3.3125,3.0,0.3125,33.0,5.0,45.0,393.0
qwen,okvqa_val_258605,13,answer_mask,answer_adjacent,0.0,-0.75,0.75,24.0,5.0,45.0,4.0
qwen,okvqa_val_258605,13,answer_mask,top_hidden_delta,-0.0625,0.25,-0.3125,6.0,5.0,45.0,32.0
qwen,okvqa_val_258605,13,answer_mask,visual+answer,3.5,2.5,1.0,36.0,5.0,45.0,397.0
qwen,okvqa_val_258605,15,answer_mask,visual_span,2.9375,3.0,-0.0625,28.0,5.0,45.0,393.0
qwen,okvqa_val_258605,15,answer_mask,answer_adjacent,1.0625,-0.375,1.4375,31.0,5.0,45.0,4.0
qwen,okvqa_val_258605,15,answer_mask,top_hidden_delta,-0.375,0.0,-0.375,2.0,5.0,45.0,32.0
qwen,okvqa_val_258605,15,answer_mask,visual+answer,2.625,1.25,1.375,35.0,5.0,45.0,397.0
qwen,okvqa_val_258605,17,answer_mask,visual_span,1.6875,1.75,-0.0625,24.0,5.0,45.0,393.0
qwen,okvqa_val_258605,17,answer_mask,answer_adjacent,0.8125,-0.75,1.5625,32.0,5.0,45.0,4.0
qwen,okvqa_val_258605,17,answer_mask,top_hidden_delta,-0.125,0.125,-0.25,3.0,5.0,45.0,32.0
qwen,okvqa_val_258605,17,answer_mask,visual+answer,2.9375,1.5,1.4375,37.0,5.0,45.0,397.0
qwen,okvqa_val_258605,13,union_mask,visual_span,3.3125,3.0,0.3125,33.0,5.0,45.0,393.0
qwen,okvqa_val_258605,13,union_mask,answer_adjacent,0.0,-0.75,0.75,24.0,5.0,45.0,4.0
qwen,okvqa_val_258605,13,union_mask,top_hidden_delta,-0.0625,0.25,-0.3125,6.0,5.0,45.0,32.0
qwen,okvqa_val_258605,13,union_mask,visual+answer,3.5,2.5,1.0,36.0,5.0,45.0,397.0
qwen,okvqa_val_258605,15,union_mask,visual_span,2.9375,3.0,-0.0625,28.0,5.0,45.0,393.0
qwen,okvqa_val_258605,15,union_mask,answer_adjacent,1.0625,-0.375,1.4375,31.0,5.0,45.0,4.0
qwen,okvqa_val_258605,15,union_mask,top_hidden_delta,-0.375,0.0,-0.375,2.0,5.0,45.0,32.0
qwen,okvqa_val_258605,15,union_mask,visual+answer,2.625,1.25,1.375,35.0,5.0,45.0,397.0
qwen,okvqa_val_258605,17,union_mask,visual_span,1.6875,1.75,-0.0625,24.0,5.0,45.0,393.0
qwen,okvqa_val_258605,17,union_mask,answer_adjacent,0.8125,-0.75,1.5625,32.0,5.0,45.0,4.0
qwen,okvqa_val_258605,17,union_mask,top_hidden_delta,-0.125,0.125,-0.25,3.0,5.0,45.0,32.0
qwen,okvqa_val_258605,17,union_mask,visual+answer,2.9375,1.5,1.4375,37.0,5.0,45.0,397.0
qwen,okvqa_val_258605,13,shifted_mask,visual_span,3.5,4.0625,-0.5625,22.0,5.0,37.0,393.0
qwen,okvqa_val_258605,13,shifted_mask,answer_adjacent,0.625,-0.125,0.75,14.0,5.0,37.0,4.0
qwen,okvqa_val_258605,13,shifted_mask,top_hidden_delta,0.1875,0.4375,-0.25,7.0,5.0,37.0,32.0
qwen,okvqa_val_258605,13,shifted_mask,visual+answer,4.1875,3.8125,0.375,28.0,5.0,37.0,397.0
qwen,okvqa_val_258605,15,shifted_mask,visual_span,3.0625,4.1875,-1.125,21.0,5.0,37.0,393.0
qwen,okvqa_val_258605,15,shifted_mask,answer_adjacent,0.8125,-0.4375,1.25,18.0,5.0,37.0,4.0
qwen,okvqa_val_258605,15,shifted_mask,top_hidden_delta,0.25,0.4375,-0.1875,2.0,5.0,37.0,32.0
qwen,okvqa_val_258605,15,shifted_mask,visual+answer,3.4375,3.0625,0.375,29.0,5.0,37.0,397.0
qwen,okvqa_val_258605,17,shifted_mask,visual_span,2.375,3.1875,-0.8125,12.0,5.0,37.0,393.0
qwen,okvqa_val_258605,17,shifted_mask,answer_adjacent,1.0,-0.4375,1.4375,18.0,5.0,37.0,4.0
qwen,okvqa_val_258605,17,shifted_mask,top_hidden_delta,0.6875,0.9375,-0.25,3.0,5.0,37.0,32.0
qwen,okvqa_val_258605,17,shifted_mask,visual+answer,3.125,2.3125,0.8125,29.0,5.0,37.0,397.0
qwen,okvqa_val_258605,13,shuffled_mask,visual_span,0.1875,0.375,-0.1875,0.0,5.0,9.0,393.0
qwen,okvqa_val_258605,13,shuffled_mask,answer_adjacent,0.625,-0.375,1.0,4.0,5.0,9.0,4.0
qwen,okvqa_val_258605,13,shuffled_mask,top_hidden_delta,0.125,0.375,-0.25,1.0,5.0,9.0,32.0
qwen,okvqa_val_258605,13,shuffled_mask,visual+answer,0.6875,-0.125,0.8125,4.0,5.0,9.0,397.0
qwen,okvqa_val_258605,15,shuffled_mask,visual_span,0.1875,0.75,-0.5625,-2.0,5.0,9.0,393.0
qwen,okvqa_val_258605,15,shuffled_mask,answer_adjacent,0.6875,-0.625,1.3125,5.0,5.0,9.0,4.0
qwen,okvqa_val_258605,15,shuffled_mask,top_hidden_delta,0.25,0.25,0.0,1.0,5.0,9.0,32.0
qwen,okvqa_val_258605,15,shuffled_mask,visual+answer,0.625,-0.375,1.0,5.0,5.0,9.0,397.0
qwen,okvqa_val_258605,17,shuffled_mask,visual_span,0.375,0.75,-0.375,0.0,5.0,9.0,393.0
qwen,okvqa_val_258605,17,shuffled_mask,answer_adjacent,0.0625,-1.25,1.3125,4.0,5.0,9.0,4.0
qwen,okvqa_val_258605,17,shuffled_mask,top_hidden_delta,-0.4375,-0.375,-0.0625,0.0,5.0,9.0,32.0
qwen,okvqa_val_258605,17,shuffled_mask,visual+answer,1.0625,-0.125,1.1875,5.0,5.0,9.0,397.0
